,Spoint,date
1331,656241,1512990000
1332,657932,1512993600
1333,657497,1512997200
1334,660716,1513004400
1335,663195,1513008000
1336,677118,1513015200
1337,685253,1513018800
1338,704144,1513026000
1339,712003,1513033200
1340,729643,1513036800
1341,736357,1513040400
1342,750565,1513047600
1343,773829,1513054800
1344,778649,1513062000
1345,784907,1513072800
1346,784961,1513080000
1347,783503,1513083600
1348,786976,1513094400
1349,205082,1513105200
1350,250720,1513112400
1351,313711,1513123200
1352,331705,1513126800
1353,362393,1513130400
1354,379259,1513137600
1355,410310,1513144800
1356,422793,1513148400
1357,441295,1513162800
1358,446143,1513166400
1359,448653,1513170000
1360,455795,1513173600
1361,462356,1513180800
1362,482427,1513188000
1363,494439,1513191600
1364,519230,1513198800
1365,552596,1513206000
1366,561190,1513213200
1367,577292,1513224000
1368,597669,1513227600
1369,604871,1513234800
1370,613962,1513238400
1371,614560,1513245600
1372,615713,1513252800
1373,614772,1513260000
1374,620627,1513267200
1375,634956,1513274400
1376,642777,1513278000
1377,669377,1513288800
1378,676372,1513292400
1379,683655,1513299600
1380,697519,1513303200
1381,703128,1513306800
1382,718348,1513314000
1383,725016,1513317600
1384,735440,1513324800
1385,740709,1513335600
1386,740888,1513339200
1387,743359,1513346400
1388,756120,1513353600
1389,763510,1513360800
1390,788154,1513375200
1391,810091,1513386000
1392,836437,1513396800
1393,839229,1513407600
1394,844232,1513422000
1395,839313,1513432800
1396,841448,1513447200
1397,854196,1513454400
1398,868706,1513465200
1399,880691,1513476000
1400,890762,1513490400
1401,898543,1513497600
1402,897982,1513515600
1403,896325,1513526400
1404,910054,1513537200
1405,912065,1513548000
1406,922274,1513558800
1407,930930,1513569600
1408,946351,1513584000
1409,941649,1513594800
1410,934624,1513605600
1411,935622,1513616400
1412,949469,1513627200
1413,965796,1513638000
1414,977585,1513648800
1415,986522,1513659600
1416,984348,1513684800
1417,975706,1513695600
1418,971937,1513706400
1419,979345,1513717200
1420,992139,1513728000
1421,1001101,1513738800
1422,1009591,1513749600
1423,1009525,1513764000
1424,1001769,1513774800
1425,998136,1513807200
1426,1005755,1513818000
1427,1011778,1513828800
1428,1018626,1513839600
1429,1017391,1513854000
1430,1008678,1513868400
1431,1004292,1513875600
1432,1006131,1513886400
1433,1008275,1513897200
1434,1008444,1513911600
1435,1009197,1513918800
1436,1010353,1513929600
1437,1005264,1513944000
1438,991062,1513954800
1439,989271,1513965600
1440,987497,1513976400
1441,979792,1513998000
1442,972377,1514030400
1443,955112,1514052000
1444,946639,1514070000
1445,937649,1514095200
1446,923472,1514116800
1447,908256,1514138400
1448,898203,1514160000
1449,885432,1514181600
1450,869986,1514210400
1451,860256,1514235600
1452,856436,1514253600
1453,849386,1514282400
1454,837566,1514300400
1455,842206,1514322000
1456,853090,1514343600
1457,855086,1514376000
1458,850002,1514394000
1459,867212,1514415600
1460,880117,1514440800
1461,877088,1514462400
1462,878164,1514484000
1463,898363,1514505600
1464,911606,1514527200
1465,911269,1514559600
1466,923767,1514577600
1467,942272,1514602800
1468,950107,1514620800
1469,939827,1514646000
1470,949223,1514667600
1471,961179,1514689200
1472,957711,1514718000
1473,947451,1514743200
1474,958259,1514761200
1475,961371,1514786400
1476,950867,1514808000
1477,937381,1514829600
1478,952074,1514851200
1479,962275,1514872800
1480,948538,1514901600
1481,956035,1514926800
1482,978943,1514944800
1483,983528,1514973600
1484,969560,1514995200
1485,993587,1515020400
1486,1007241,1515038400
1487,1004714,1515067200
1488,1000069,1515088800
1489,1024705,1515110400
1490,1039840,1515132000
1491,1029629,1515157200
1492,1032539,1515178800
1493,1055859,1515200400
1494,1064179,1515222000
1495,1045662,1515254400
1496,1054664,1515276000
1497,1066177,1515297600
1498,1055492,1515322800
1499,1041876,1515348000
1500,1046569,1515366000
1501,1066793,1515391200
1502,1049482,1515416400
1503,1045023,1515438000
1504,1068037,1515459600
1505,1081264,1515481200
1506,1065489,1515506400
1507,1069843,1515528000
1508,1090776,1515549600
1509,1090716,1515578400
1510,1074631,1515603600
1511,1097890,1515628800
1512,1108868,1515646800
1513,1107061,1515672000
1514,1100154,1515693600
1515,1117307,1515718800
1516,1118882,1515762000
1517,1129876,1515805200
1518,1115767,1515852000
1519,1121194,1515895200
1520,1093136,1515945600
1521,1102606,1515988800
1522,1080025,1516039200
1523,1088793,1516078800
1524,1078115,1516125600
1525,1107613,1516168800
1526,1086270,1516215600
1527,1118052,1516258800
1528,1111069,1516316400
1529,1129927,1516363200
1530,208445,1516406400
1531,228830,1516410000
1532,258110,1516417200
1533,274347,1516424400
1534,298454,1516428000
1535,310654,1516435200
1536,333393,1516446000
1537,340056,1516449600
1538,346918,1516456800
1539,362543,1516464000
1540,393192,1516474800
1541,415692,1516482000
1542,437805,1516489200
1543,461496,1516500000
1544,478971,1516503600
1545,487942,1516510800
1546,503394,1516514400
1547,510431,1516521600
1548,519232,1516528800
1549,522278,1516532400
1550,525708,1516536000
1551,527657,1516539600
1552,531379,1516546800
1553,535218,1516554000
1554,541786,1516557600
1555,550795,1516561200
1556,566962,1516568400
1557,575715,1516575600
1558,593237,1516579200
1559,601448,1516582800
1560,618205,1516590000
1561,626703,1516597200
1562,649123,1516604400
1563,658538,1516615200
1564,661169,1516622400
1565,662174,1516629600
1566,665795,1516633200
1567,669361,1516640400
1568,681885,1516644000
1569,690346,1516651200
1570,708152,1516654800
1571,725935,1516662000
1572,734657,1516665600
1573,758635,1516676400
1574,781433,1516687200
1575,796483,1516705200
1576,798874,1516712400
1577,805797,1516723200
1578,816297,1516734000
1579,836956,1516744800
1580,857041,1516755600
1581,879285,1516766400
1582,889625,1516777200
1583,895709,1516798800
1584,895591,1516809600
1585,908963,1516824000
1586,937805,1516838400
1587,952586,1516849200
1588,967095,1516860000
1589,973990,1516874400
1590,973758,1516885200
1591,972264,1516896000
1592,978031,1516906800
1593,161239,1516917600
1594,201436,1516924800
1595,221603,1516932000
1596,252733,1516935600
1597,98174,1516939200
1598,114233,1516946400
1599,123097,1516953600
1600,134223,1516960800
1601,140371,1516964400
